Study Name	Abbreviation	PubMed Central Link	Authors	Affiliations	Title	Abstract	Keywords
Aging, Demographics, and Memory Study	ADAMS		Marineau L A; Perrin N A; Johnson R M; Uzzi M; Alexander K A; Irvin N A; Thurman P; Campbell J C	Johns Hopkins University School of Nursing, Baltimore, MD, USA.; Johns Hopkins University School of Nursing, Baltimore, MD, USA.; Department of Mental Health, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD, USA.; Department of Mental Health, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD, USA.; Johns Hopkins University School of Nursing, Baltimore, MD, USA.; Department of Emergency Medicine, Johns Hopkins School of Medicine, Baltimore, MD, USA.; University of Maryland R Adams Cowley Shock Trauma Center, Baltimore, MD, USA.; Johns Hopkins University School of Nursing, Baltimore, MD, USA.	Association of Substance Use with Types of Assault-Related Injury Among Black Men in Baltimore, Maryland.	Black men in Baltimore, Maryland experience high rates of assault-related injuries, and the association between substance use and assault-related injury is unclear. The purpose of this study is to examine substance use in association with types of assault-related injury (blunt force, stabbing, and firearm). Black men aged 18-34 admitted to a large trauma center in Baltimore, Maryland with an assault-related injury and toxicology screen between 2013 and 2017 ( Cannabis was more frequently detected (42.5%), followed by alcohol (24.4%), opioids (22.3%), and cocaine (3.6%). Over one quarter of men screened positive for multiple substances (25.8%). Men who screened positive for alcohol use were 134% more likely to have been stabbed vs. shot and 54% more likely to have been beaten (i.e., blunt force assault) vs. shot. Men who screened positive for cannabis had a 32% lower risk of experiencing a stabbing compared to firearm assault, and 50% lower risk of experiencing a blunt force compared to firearm assault. Among Black men who received care for an assault-related injury, those who were shot were more likely to have screened positive for cannabis and less likely to have screened positive for alcohol. Socio-contextual factors and acute intoxication effects may explain why differing substance types were associated with different types of assault injury. Future research should examine environmental and social contexts of substance use types among assault-injured men.	assault-related injury; blunt force assault; firearm assault; stabbing assault; substance use
Aging, Demographics, and Memory Study	ADAMS		Hunter Scott; Scarbrough Daniel; Cottrell Seth; Eres-Castellanos Adriana; Adams Dan; Clarke Amy; Klemm-Toole Jonah; Squier Jeff		Real-time single-element-detection structured illumination optical metrology for laser powder bed fusion.	Laser powder bed fusion (LPBF) is a type of metal additive manufacturing which could benefit from improved process monitoring to improve quality control. We demonstrate, for the first time to our knowledge, the coaxial monitoring of melt track formation in steel powder with spatial frequency modulation imaging (SPIFI), an enhanced-resolution imaging technique which uses a photodiode to record one-dimensional images. Using a custom live-display software and a high-speed SPIFI geometry, we offset the SPIFI field of view from the fusing beam to monitor different regions of the LPBF melt pool and surrounding area. This demonstrates the potential of SPIFI to monitor spatial features within the melt pool in real-time with increased data efficiency.	
Aging, Demographics, and Memory Study	ADAMS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMCPMC11991163/	Musa Abdulrahman Adeiza; Bello Abdulhakeem; Adams Sani Mohammed; Onwualu Azikiwe Peter; Anye Vitalis Chioh; Bello Kamilu Adeyemi; Obianyo Ifeyinwa Ijeoma	Department of Metallurgical and Materials Engineering, Ahmadu Bello University, Zaria 810107, Nigeria.; Department of Materials Science and Engineering, African University of Science and Technology, Abuja 900107, Nigeria.; Department of Metallurgical and Materials Engineering, University of Nigeria, Nsukka 410105, Nigeria.; Department of Materials Science and Engineering, African University of Science and Technology, Abuja 900107, Nigeria.; Department of Materials Science and Engineering, African University of Science and Technology, Abuja 900107, Nigeria.; Department of Metallurgical and Materials Engineering, Ahmadu Bello University, Zaria 810107, Nigeria.; Department of Civil Engineering, Nile University of Nigeria, Abuja 900108, Nigeria.	Nano-Enhanced Polymer Composite Materials: A Review of Current Advancements and Challenges.	Nanomaterials have demonstrated significant potential in enhancing the performance and functionality of composite materials across various industrial applications. This review delves into the unique properties of nanomaterials, with a particular focus on carbon-based nanomaterials, and presents key findings on their effectiveness in improving composite performance. The study emphasizes specific nano-based composite materials, highlighting their substantial promise in advancing the field of nanocomposites. Additionally, it addresses the challenges associated with the production and utilization of nanocomposite materials and discusses potential solutions to overcome these obstacles. The review concludes with recommendations for further research and innovation in nanocomposites to fully harness the advantages of these advanced materials for broader future applications.	carbon-based nanomaterials; challenges; composite development; nanocomposite; performance enhancement
Aging, Demographics, and Memory Study	ADAMS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMCPMC11990444/	Skolmowska Dominika; Głąbska Dominika; Guzek Dominika; Vriesekoop Frank	Department of Dietetics, Institute of Human Nutrition Sciences, Warsaw University of Life Sciences (SGGW-WULS), 159C Nowoursynowska Street, 02-776 Warsaw, Poland.; Department of Dietetics, Institute of Human Nutrition Sciences, Warsaw University of Life Sciences (SGGW-WULS), 159C Nowoursynowska Street, 02-776 Warsaw, Poland.; Department of Food Market and Consumer Research, Institute of Human Nutrition Sciences, Warsaw University of Life Sciences (SGGW-WULS), 159C Nowoursynowska Street, 02-776 Warsaw, Poland.; Harper Food Innovation, Harper Adams University, Newport TF10 8NB, UK.	Assessment of Non-Cereal Products Gluten Cross-Contamination Exposure Risk in a Polish Female Population of Patients Diagnosed with Coeliac Disease.	Following gluten-free diet is challenging, due to risk of gluten cross-contamination. The study aimed to assess the non-cereal products gluten cross-contamination exposure risk in patients with coeliac disease. The study was conducted in a population of 699 Polish female members of the Polish Coeliac Society purchasing gluten-free products on-line (445 patients, 254 relatives). Participants were asked about frequency of buying and availability of gluten-free alternatives of non-cereal products characterized by the gluten cross-contamination risk ('hidden' gluten sources). The most frequently bought non-cereal gluten-free alternatives of the 'hidden' gluten sources were baking powders, spices, side dishes, ice cream, chocolate and chocolate products, snack bars and candies. The caregivers often declared buying 'often' gluten-free baking powder, snack bars, chocolate and chocolate products, candies, ice cream, as well as often declared problems with the availability of gluten-free spices, chocolate and chocolate products, while patients often declared buying 'often' gluten-free beer, as well as often declared problems with its availability. The older respondents often declared buying 'often' gluten-free baking powder, while younger respondents often declared buying 'often' gluten-free chocolate and chocolate products, as well as often declared problems with the availability of gluten-free instant soups, and beer. The respondents living in small towns/villages often declared problems with the availability of gluten-free powder sauces. The respondents not purchasing in hypermarkets often declared buying 'often' gluten-free baking powder, spices, candies. The respondents who most often purchased gluten-free products often declared problems with the availability of gluten-free side dishes, chocolate and chocolate products. The majority of patients diagnosed with coeliac disease do not buy a number of gluten-free alternatives of the 'hidden' gluten sources, so they may be prone to gluten exposure, due to non-cereal products' gluten cross-contamination risk.	availability; coeliac disease; consumers; cross-contamination; exposure; gluten; gluten-free products
Aging, Demographics, and Memory Study	ADAMS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMCPMC11991241/	Ahmed Yusuf; Ferguson-Pell Martin; Adams Kim; Ríos Rincón Adriana	Department of Occupational Therapy, Faculty of Rehabilitation Medicine, University of Alberta, 8205 114 St NW, Edmonton, AB T6G 2G4, Canada.; Faculty of Rehabilitation Medicine, University of Alberta, 8205 114 St NW, Edmonton, AB T6G 2G4, Canada.; Faculty of Rehabilitation Medicine, University of Alberta, 8205 114 St NW, Edmonton, AB T6G 2G4, Canada.; Department of Occupational Therapy, Faculty of Rehabilitation Medicine, University of Alberta, 8205 114 St NW, Edmonton, AB T6G 2G4, Canada.	EEG-Based Engagement Monitoring in Cognitive Games.	Cognitive decline and dementia prevention are global priorities, with cognitive rehabilitation games showing potential to delay their onset or progression. However, these games require sufficient user engagement to be effective. Assessing the engagement through questionnaires is challenging for the individuals suffering from cognitive decline due to age or dementia. This study aims to explore the relationship between game difficulty levels, three EEG engagement indices (	EEG; cognitive decline; computerised cognitive games; dementia; engagement; machine learning (ML); older adults
Aging, Demographics, and Memory Study	ADAMS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMCPMC11992720/	Deng Tiange; Xue Yang; Wang Yiming; Guo Xiang; Ma Zhen; Zhou Hongzhi; Yang Zaiyong; Peng Zhengwu; Hu Xiangxiang; Li Ning; Hu Kaijin; Wang Lei	State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; State Key Laboratory of Oral & Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Clinical Research Center for Oral Diseases, Department of Oral and Maxillofacial Surgery, School of Stomatology, The Fourth Military Medical University, Xi'an, 710032, China.; Oral Medicine Teaching and Research Office of the War Rescue Medical Department of the, Noncommissioned Officer Schoolaq, Army Medical University, Shijiazhuang, 050081, China.; Department of Psychiatry, Xijing Hospital, the Fourth Military Medical University, Xi'an, 710032, China.; Division of Oral and Craniofacial Health Sciences, University of North Carolina Adams School of Dentistry, Chapel Hill, NC, 27514, USA.; School of Stomatology, Jinzhou Medical University, Jinzhou, 121001, China.; Department of Stomatology, School of Stomatology, Xi'an Medical University, the Third Affiliated Hospital of Xi'an Medical University, 1 Xinwang Road, Xi'an, 710021, China. hukaijin2015@126.com.; Department of Female Mental Health, Xi'an Mental Health Center, Xi'an Institute of Mental Health, Shaanxi Mental Health Center, Dong Hangtian Road, Xi'an, 710061, China. wangleixsk@sina.cn.	The association between traumatic temporomandibular joint bony ankylosis and depressive disorder in growing rats.	The psychological symptoms of temporomandibular joint (TMJ) ankylosis were similar to that of depressive disorder, but there were no relevant evidences to confirm that the humans or animals with TMJ ankylosis had depressive disorder. The aim of this study was to investigate the association between TMJ ankylosis and depressive disorder in the rat model. Thirty 3-week-old male Sprague-Dawley (SD) rats were used in this study. The damage of TMJ complexes and narrowed joint space were performed in the unilateral TMJ of test group to induce TMJ bony ankylosis (experimental side). The other TMJ of test group underwent a sham operation (sham side). The TMJs of control group did not undergo any operations. At 8 weeks postoperatively, behavioral tests, body weight, passive maximum mouth opening (PMMO), and TMJ morphological features were evaluated, and the hippocampuses were analyzed using western blotting and immunocytochemistry. The data was compared between the test group and control group by independent t-test, between the experimental side and sham side by paired t-test. The correlations between PMMO/area of bony fusion and duration of immobility, sucrose preference, CB1 receptor protein, mean optical density of CB1 receptor protein, and the number of BrdU-positive cell were evaluated using linear regression analysis. The level of significance was 0.05. In the test group, the traumatic TMJ complexes with narrowed joint space developed TMJ bony ankylosis, the area of bony mass of experimental side (21.26 mm The present study verified that depressive disorder was found in the rat model of traumatic TMJ bony ankylosis. The severity of TMJ bony ankylosis correlated with the severity of depressive disorder.	Area of bony fusion; BrdU-positive cell; CB1 receptor protein; Depressive disorder; Duration of immobility; Maximum mouth opening; Sucrose preference; TMJ ankylosis
Aging, Demographics, and Memory Study	ADAMS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMCPMC11991911/	Tomson Phillip L; Adams Nick; Kavanagh Damian; Virdee Satnam Singh	Senior Clinical Lecturer and Honorary Consultant in Restorative Dentistry, University of Birmingham School of Dentistry, College of Medicine and Health, 5 Mill Pool Way, Edgbaston, Birmingham, B5 7EG, United Kingdom. p.l.tomson@bham.ac.uk.; Specialist Endodontist, Part-Time Clinical Lecturer in Restorative Dentistry, University of Birmingham School of Dentistry, College of Medicine and Health, 5 Mill Pool Way, Edgbaston, Birmingham, B5 7EG, UK; Madeley Dental Practice, 69 High Street, Madeley, Telford, Shropshire, TF7 5AU, United Kingdom.; General Dental Practitioner, Level 2 Accredited Endodontics Practitioner and Part-Time Clinical Lecturer in Restorative Dentistry, University of Birmingham School of Dentistry, College of Medicine and Health, 5 Mill Pool Way, Edgbaston, Birmingham, B5 7EG, UK; Barnt Green Dental, 111 Hewell Rd, Barnt Green, Birmingham, B45 8HT, United Kingdom.; Clinical Lecturer and Honorary Speciality Registrar in Restorative Dentistry, University of Birmingham School of Dentistry, College of Medicine and Health, 5 Mill Pool Way, Edgbaston, Birmingham, B5 7EG, United Kingdom.	Non-surgical endodontics: contemporary biomechanical preparation of the root canal system.	Treatment of apical periodontitis requires disinfection of the root canal system through means of biomechanical preparation. This is achieved by a process of shaping the root canal space while simultaneously using antibacterial agents to reduce microbiological load in the root canal system in order for inflammation of the periradicular tissues to resolve and the body to heal itself. The fundamental principles underlying this process have not changed in decades; however, in contrast, the armamentarium available to the clinician continues to evolve rapidly. Nickel-titanium file design has made a significant step forward in the last ten years. Areas of development have focused on the metallurgic properties, motion of the instrument and cross-sectional design. The resulting contemporary designs have allowed the clinician to manage more complex root canal systems more predictably in situations which would otherwise have proved difficult using conventional techniques; effectively, it has made it easier to prepare a root canal. These newer systems also require fewer instruments to prepare a canal and some, which have adopted a reciprocating (rotational) motion, may only require one engine-driven file. Significant energy has been devoted to attempting to enhance efficacy of irrigant activity using different techniques. Although this has shown promise in in vitro studies, this has yet to be shown to translate to an improved clinical success rate based on comparative clinical studies performed. Contemporary biomechanical techniques used to clean and shape the root canal system should result in improved confidence and predictability when managing endodontic disease.	
Aging, Demographics, and Memory Study	ADAMS		Munoff Nathan J; Zeberl Brian J; Palmer Matthew A; Decatur Wayne A; Walker Bridget M; Adala Jyoti D; Szemere Zsuzsa K; Fakhouri Aula M; Knutson Bruce A	SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America.; SUNY Upstate Medical University, Department of Biochemistry and Molecular Biology, 750 East Adams Street, Syracuse, NY 13210, United States of America. Electronic address: Knutsonb@upstate.edu.	Specific DNA features of the RNA polymerase I core promoter element targeted by core factor.	RNA polymerase I (Pol I) is essential for ribosomal RNA (rRNA) synthesis, driving ribosome biogenesis in eukaryotes. Transcription initiation by Pol I requires core factor (CF) binding to the core element (CE) of the ribosomal DNA (rDNA) promoter. Despite structural conservation across species, significant sequence variability suggests CF recognizes DNA through structural features rather than specific sequences. We investigated CF's DNA binding preferences to elucidate the role of DNA structural properties in CE recognition. Analysis of CE sequences from 35 fungal species revealed conserved structural features, notably a rigid AT-rich patch at positions -22 to -20 and a conserved G base pair at position -24. Competition-based electrophoretic mobility shift assays (EMSA) with single base-pair substitutions showed CF tolerates mutations at many positions but is sensitive to changes in the AT-rich patch. Loss of CF binding correlated with alterations in DNA structural properties such as increased bendability, decreased curvature, widened minor groove width, and altered helix twist. In vitro SELEX experiments identified novel CE sequences preferentially bound by CF, exhibiting increased GC content, higher bendability, and decreased curvature despite lacking sequence conservation. Classification based on bendability profiles revealed CF preferentially binds bendable sequences. In vivo selection assays confirmed these findings, demonstrating consistent CF binding preferences within a cellular context. Our results indicate that CF recognizes and binds to the CE primarily through specific DNA structural features rather than nucleotide sequences. Structural properties like bendability, curvature, and minor groove width are critical determinants of CF binding, facilitating effective Pol I transcription initiation.	Core factor; DNA structural features; Protein-DNA interaction; RNA polymerase I
Aging, Demographics, and Memory Study	ADAMS		Hong Xiumei; Morgenlander William R; Nadeau Kari; Wang Guoying; Frischmeyer-Guerrerio Pamela A; Pearson Colleen; Adams William G; Ji Hongkai; Larman H Benjamin; Wang Xiaobin	Center on the Early Life Origins of Disease, Department of Population, Family and Reproductive Health, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD 21205, USA. Electronic address: xhong3@jhu.edu.; Institute for Cell Engineering, Division of Immunology, Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.; Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, MA, USA.; Center on the Early Life Origins of Disease, Department of Population, Family and Reproductive Health, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD 21205, USA.; Laboratory of Allergic Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, USA.; Department of Pediatrics, Boston University School of Medicine and Boston Medical Center, Boston, MA 02118, USA.; Department of Pediatrics, Boston University School of Medicine and Boston Medical Center, Boston, MA 02118, USA.; Department of Biostatistics, Johns Hopkins University Bloomberg School of Public Health, 615 N Wolfe St, Baltimore, MD 21205, USA.; Institute for Cell Engineering, Division of Immunology, Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.; Center on the Early Life Origins of Disease, Department of Population, Family and Reproductive Health, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD 21205, USA; Division of General Pediatrics & Adolescent Medicine, Department of Pediatrics, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA. Electronic address: xwang82@jhu.edu.	Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vaccines against measles and rubella in children from the Boston birth cohort.	Previous studies suggest that per- and polyfluoroalkyl substances (PFAS) may act as immune suppressants. However, research about the impact of PFAS exposure on antibody responses to the measles, mumps, rubella (MMR) vaccine is limited and inconsistent. This report includes 748 mother-child pairs from the Boston Birth Cohort, with 8 PFAS compounds measured in maternal plasma shortly after delivery. IgG reactivities to measles and rubella were profiled in cord blood and venous blood plasma during early childhood, using Phage ImmunoPrecipitation Sequencing. Linear regression models were applied to assess the relationships between log2-transformed PFAS and IgG reactivities as measured by Viral Aggregate Reactivity score (VARscore, with inverse normal transformation) for measles and rubella. Quantile g-computation was applied to evaluate the PFAS mixture - VARscore associations. The detection rate for 8 PFAS compounds ranged from 90 % to 100 % in maternal plasma. Maternal PFAS burden score (P = 0.01), but not individual PFAS compounds, was associated with lower VARscore for measles in cord blood. In 348 children after receiving the MMR vaccine, three maternal PFAS compounds (Me-PFOSA-AcOH, PFHpS and PFHxS) were significantly associated with lower measles VARscore (P < 0.05). Me-PFOSA-AcOH and PFHxS were significantly associated with higher risk of having low reactivity to measles defined as VARscore < 25th percentile. PFAS mixture analysis revealed a significant inverse association between quantile of the PFAS mixture and measles VARscore (P = 0.025) in children after vaccination, with PFHxS as an important contributor to this association. These inverse associations were more pronounced in Black children (compared to non-Black children) and in preterm children (compared to term children). In comparison, no associations were found for rubella VARscore. This prospective birth cohort study provides suggestive evidence that maternal PFAS exposure is associated with a reduced immune response to the measles vaccine, especially, among Black or preterm children.	Effect modifier; Immune Response; Measles; Per- and polyfluoroalkyl substances; PhIP-Seq; Vaccination
Aging, Demographics, and Memory Study	ADAMS		Silverstein Sarah; Cassini Thomas; Fu Jiayu; Pusey Barbara; Macnamara Ellen; Frost F Graeme; Williams Charlotte; Huang Yan; Tifft Cynthia J; Gahl William; Malicdan May-Christine; Adams David R	Neuromuscular and Neurogenetics Disorder of Childhood Section, NINDS, NIH, Bethesda, MD, United States of America; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America. Electronic address: sarah.silverstein@nih.gov.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America; Vanderbilt University Medical Center, Nashville, TN, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America; Office of the Clinical Director, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America; Office of the Clinical Director, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America.; Undiagnosed Disease Program, NHGRI, NIH, Bethesda, MD, United States of America; Office of the Clinical Director, NHGRI, NIH, Bethesda, MD, United States of America. Electronic address: dadams1@mail.nih.gov.	RNA sequencing driven diagnosis expands the phenotypic spectrum of NBAS deficiency.	One in 10 individuals has a rare disease, with exome and genome sequencing yielding an overall diagnostic rate of approximately 30 %. RNA sequencing can augment genome analysis and improve diagnosis. We present a young woman with global developmental delay, poor growth, distinctive facial features, osteopenia, premature ovarian insufficiency, and ocular abnormalities who had non-diagnostic genome sequencing. RNAseq performed on her skin fibroblasts showed that NBAS gene expression was significantly reduced compared with controls. Manual inspection of the binary alignment map (BAM) files revealed compound heterozygous variants in NBAS: a rare deep intronic variant NM_015909.4:c.2423 + 403G > C which creates a hypomorphic pseudoexon not seen in control samples (gnomad allele frequency (AF) 0.000006572); and a rare premature termination codon (PTC) NM_015909.4:c.4753C > T; p.Arg1585Ter (gnomad AF 0.000006572). Both variants are predicted to cause nonsense mediated decay of transcripts, as the pseudoexon contains a PTC. Biallelic variants in NBAS are associated with two major phenotypes, i.e., infantile liver failure syndrome 2 (MIM # 616483) and short stature, optic nerve atrophy, and Pelger-Huet anomaly (MIM # 614800). Our patient, the first reported with one loss of function and one splice variant resulting in an out of frame transcript in NBAS, manifested a severe phenotype compared with previously reported individuals. This case demonstrates the utility of incorporating RNAseq to generate diagnostic candidates and expands the phenotypic spectrum of NBAS deficiency.	Clinical diagnostics; Genetics; Metabolic genetics; RNA sequencing; Rare disease
Aging, Demographics, and Memory Study	ADAMS		D'Costa Ieta; Russell Lynette; Adams Karen	School of Medicine, Nursing and Health Science, Monash University, Clayton, Melbourne, VIC 3800, Australia. Electronic address: Ieta.Dcosta@monash.edu.; Monash Indigenous Studies Centre, School of Philosophical, Historical, and International Studies, Monash University, Clayton, Melbourne, VIC 3800, Australia.; School of Medicine, Nursing and Health Science, Monash University, Clayton, Melbourne, VIC 3800, Australia.	Truth-telling is required for health equity for Aboriginal peoples: A qualitative study.	The World Health Assembly has called for a Global Action Plan to address health inequities imposed upon Indigenous peoples. In seeking equity, Aboriginal peoples and allies have called for truth-telling about colonisation and its relation to healthcare. Australian healthcare, largely based on the biomedical model, is inadequate in terms of design, delivery, and access for Aboriginal peoples. Healthcare employees are known to contribute to health inequities. This study explores non-Indigenous healthcare employee perceptions and experiences of engaging with Aboriginal peoples. Forty-nine health professionals from an Australian hospital participated in qualitative interviews. Interviews were audio-recorded, and data analysed with reflexive thematic analysis. Interviewees volunteered for the study and were first recruited in January 2020. The study is not registered. Four themes were identified, including perceptions of: colonisation, Aboriginal peoples and knowledges, racism toward Aboriginal people, and healthcare inequities imposed upon Aboriginal people. Many participants were oblivious to how colonisation and racism create present healthcare inequities. This limited understanding was a consequence of feelings of distress and subsequent disengagement with the history of colonisation. Healthcare education requires better truth-telling methods to achieve health equity. We suggest trials of collaborative modes of education from arts and humanities that simultaneously recognise continuing colonial ideology and promote antiracism. Crucially, as the World Health Assembly notes, from design to implementation, these strategies must foreground and involve Aboriginal peoples, and deeper understanding of what it is to be an Indigenous ally.	Aboriginal health; Anti-racist strategies; Health inequity; Hospital employee perceptions
Aging, Demographics, and Memory Study	ADAMS		Lowry Griffin; Rezende Silva Erika; Matthews Jeannene; Shoji Ayumi; Turvey Timothy; Blakey George; Zajac David; Mielke Jeff; Jacox Laura Anne	Department of Orthodontics, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Department of Orthodontics, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Craniofacial Center, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Department of Orthodontics, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Department of Oral and Maxillofacial Surgery, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Department of Oral and Maxillofacial Surgery, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Craniofacial Center, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.; Department of English, North Carolina State University, Raleigh, North Carolina, USA.; Department of Orthodontics, Adams School of Dentistry, University of North Carolina, Chapel Hill, North Carolina, USA.	A Lingual Ultrasound Study of Speech in Patients With Cleft Lip and Palate Following Orthognathic Surgery.	This study evaluated the effects of orthognathic surgery on speech of Class III ('underbite') patients with repaired cleft lip and palate (CLP) through ultrasound imaging, aerodynamic assessment and articulatory analyses before and after surgery to evaluate how surgery impacts articulation, velopharyngeal (VP) function and hypernasality. Tongue gestures of five Class III patients with repaired CLP, five Class III patients without CLP and five Class I controls were visualised through ultrasound imaging pre- and post-surgery. Tongue Dorsum Excursion Index and Tongue Constraint Position Index (TCPI) were calculated using ultrasound, and VP insufficiency (VPI) indices were measured using pressure flow assessment and compared with qualitative-perceptual ratings by Speech-Language Pathologists (SLPs). Linear mixed-effects models were used to test for significant post-operative changes in Dorsum Excursion Index and TCPI among consonants. Pressure flow measures are expected to estimate VP gap size during speech using PERCI-SARS. Patients with CLP had significantly lower Dorsum Excursion Index for /k/ before front (p = 0.001) and back vowels (p < 0.001). TCPI revealed consistently lower values for patients with CLP than controls and Class III patients, with inter- and intra-speaker variation for all consonants. Pressure flow data of two patients with CLP showed evidence of VPI and altered nasality post-surgery. Patients with CLP present with lower Dorsum Excursion Index and TCPI when compared to controls, suggesting more anterior tongue positioning. Dorsum Excursion Index and TCPI can be used to understand tongue shape and movement changes, potentially elucidating functional effects of jaw surgery on speech. Dorsum Excursion Index and pressure flow data indicate increased compensatory articulations and VPI after orthognathic surgery for patients with CLP, impacting speech.	
Aging, Demographics, and Memory Study	ADAMS		Abdulla Jalil Mahmwd; Rose Stephen Paul; Mackenzie Alexander Mackay; Pirgozliev Vasil Radoslavov	The National Institute of Poultry Husbandry, Department of Agriculture and Environment, Harper Adams University, Newport, UK.; The National Institute of Poultry Husbandry, Department of Agriculture and Environment, Harper Adams University, Newport, UK.; The National Institute of Poultry Husbandry, Department of Agriculture and Environment, Harper Adams University, Newport, UK.; The National Institute of Poultry Husbandry, Department of Agriculture and Environment, Harper Adams University, Newport, UK.	Nutritional value of field bean-containing diets for broilers without and with phytase, xylanase and protease enzymes, alone or in a combination.	The effects of exogenous phytase (PHY), xylanase (XYL) and protease (PRO) alone and in a combination, when supplemented to diets based on three field bean cultivar samples with different chemical composition, on dietary metabolisable energy (ME), nutrient digestibility, gastrointestinal tract (GIT) development, feed intake (FI), weigh gain (WG) and feed conversion ratio (FCR) were studied. Diets based on beans with lower phytic acid and fibre content had higher ME, fat (	Field beans; broilers; growth performance; metabolisable energy; phytase; protease; xylanase
